Unnamed: 0,FLIGHTDATE,FLIGHTNO,ORIGIN,DEST,DEPARTUREDATE_ZULU,ARRIVALDATE_ZULU,ORIGINOBSERVATIONTIME,DESTOBSERVATIONTIME,OUT_ZULU,IN_ZULU,DEST_STATION,ORIGIN_STATION
463,20180209,764,LAS,DEN,2018-02-09 21:35:00+00:00,2018-02-09 23:31:00+00:00,2018-02-09 21:56:00+00:00,2018-02-09 23:22:00+00:00,2018-02-09 21:32:00+00:00,2018-02-09 23:18:00+00:00,72565003017,
440,20180209,516,SEA,DEN,2018-02-09 21:16:00+00:00,2018-02-09 23:53:00+00:00,2018-02-09 21:53:00+00:00,2018-02-09 23:22:00+00:00,2018-02-09 21:11:00+00:00,2018-02-09 23:48:00+00:00,72565003017,72793024233
439,20180209,1993,ONT,DEN,2018-02-09 21:20:00+00:00,2018-02-09 23:35:00+00:00,2018-02-09 21:53:00+00:00,2018-02-09 23:22:00+00:00,2018-02-09 22:27:00+00:00,2018-02-10 00:34:00+00:00,72565003017,74704003102
446,20180209,745,LGA,DEN,2018-02-09 19:30:00+00:00,2018-02-10 00:03:00+00:00,2018-02-09 19:51:00+00:00,2018-02-10 00:08:00+00:00,2018-02-09 19:30:00+00:00,2018-02-09 23:55:00+00:00,72565003017,72503014732
487,20180209,1073,DTW,DEN,2018-02-09 21:24:00+00:00,2018-02-10 00:46:00+00:00,2018-02-09 21:01:00+00:00,2018-02-10 00:08:00+00:00,2018-02-09 23:06:00+00:00,2018-02-10 03:45:00+00:00,72565003017,72537094847
459,20180209,1968,PHL,DEN,2018-02-09 19:51:00+00:00,2018-02-10 00:13:00+00:00,2018-02-09 19:54:00+00:00,2018-02-10 00:08:00+00:00,2018-02-09 19:51:00+00:00,2018-02-10 00:14:00+00:00,72565003017,72408013739
452,20180209,459,ORD,DEN,2018-02-09 22:15:00+00:00,2018-02-10 00:57:00+00:00,2018-02-09 22:24:00+00:00,2018-02-10 00:08:00+00:00,2018-02-09 22:18:00+00:00,2018-02-10 01:16:00+00:00,72565003017,72530094846
479,20180209,1691,CUN,DEN,2018-02-09 20:00:00+00:00,2018-02-10 00:20:00+00:00,2018-02-09 20:51:00+00:00,2018-02-10 00:08:00+00:00,2018-02-09 20:49:00+00:00,2018-02-10 01:03:00+00:00,72565003017,76595099999
532,20180209,2122,DFW,DEN,2018-02-09 22:45:00+00:00,2018-02-10 00:56:00+00:00,2018-02-09 22:53:00+00:00,2018-02-10 00:08:00+00:00,2018-02-09 22:41:00+00:00,2018-02-10 01:00:00+00:00,72565003017,72259003927
438,20180209,1645,PVR,DEN,2018-02-09 21:05:00+00:00,2018-02-10 00:25:00+00:00,2018-02-09 21:48:00+00:00,2018-02-10 00:08:00+00:00,2018-02-09 21:52:00+00:00,2018-02-10 01:07:00+00:00,72565003017,
423,20180209,1479,CID,DEN,2018-02-09 22:35:00+00:00,2018-02-10 00:47:00+00:00,2018-02-09 22:52:00+00:00,2018-02-10 00:08:00+00:00,2018-02-09 22:25:00+00:00,2018-02-10 00:48:00+00:00,72565003017,72545014990
588,20180209,825,IAH,DEN,2018-02-09 22:20:00+00:00,2018-02-10 00:58:00+00:00,2018-02-09 22:53:00+00:00,2018-02-10 00:08:00+00:00,2018-02-09 22:15:00+00:00,2018-02-10 00:47:00+00:00,72565003017,72243012960
572,20180209,658,TPA,DEN,2018-02-09 21:08:00+00:00,2018-02-10 01:14:00+00:00,2018-02-09 21:53:00+00:00,2018-02-10 01:02:00+00:00,2018-02-09 21:57:00+00:00,2018-02-10 02:10:00+00:00,72565003017,72211012842
575,20180209,448,BOS,DEN,2018-02-09 20:22:00+00:00,2018-02-10 01:12:00+00:00,2018-02-09 20:54:00+00:00,2018-02-10 01:02:00+00:00,2018-02-09 20:24:00+00:00,2018-02-10 01:32:00+00:00,72565003017,72509014739
430,20180209,257,MCO,DEN,2018-02-09 21:10:00+00:00,2018-02-10 01:20:00+00:00,2018-02-09 21:53:00+00:00,2018-02-10 01:02:00+00:00,2018-02-09 21:10:00+00:00,2018-02-10 01:18:00+00:00,72565003017,72205012815
560,20180209,644,AUS,DEN,2018-02-09 22:45:00+00:00,2018-02-10 01:04:00+00:00,2018-02-09 22:23:00+00:00,2018-02-10 01:02:00+00:00,2018-02-09 22:40:00+00:00,2018-02-10 01:00:00+00:00,72565003017,72254013904
466,20180209,542,IAD,DEN,2018-02-09 21:05:00+00:00,2018-02-10 01:08:00+00:00,2018-02-09 21:52:00+00:00,2018-02-10 01:02:00+00:00,2018-02-09 20:59:00+00:00,2018-02-10 01:10:00+00:00,72565003017,72403093738
590,20180209,526,FLL,DEN,2018-02-09 20:32:00+00:00,2018-02-10 01:06:00+00:00,2018-02-09 20:23:00+00:00,2018-02-10 01:02:00+00:00,2018-02-09 20:32:00+00:00,2018-02-10 01:03:00+00:00,72565003017,74783012849
556,20180209,1917,MSP,DEN,2018-02-09 22:44:00+00:00,2018-02-10 01:03:00+00:00,2018-02-09 22:53:00+00:00,2018-02-10 01:02:00+00:00,2018-02-09 22:51:00+00:00,2018-02-10 01:12:00+00:00,72565003017,72658014922
447,20180209,1779,BWI,DEN,2018-02-09 21:08:00+00:00,2018-02-10 01:17:00+00:00,2018-02-09 21:54:00+00:00,2018-02-10 01:02:00+00:00,2018-02-09 21:04:00+00:00,2018-02-10 01:21:00+00:00,72565003017,72406093721
521,20180209,465,MSN,DEN,2018-02-09 22:34:00+00:00,2018-02-10 01:12:00+00:00,2018-02-09 22:53:00+00:00,2018-02-10 01:02:00+00:00,2018-02-09 22:34:00+00:00,2018-02-10 01:16:00+00:00,72565003017,72641014837
453,20180209,1140,SAT,DEN,2018-02-09 22:50:00+00:00,2018-02-10 01:12:00+00:00,2018-02-09 22:21:00+00:00,2018-02-10 01:02:00+00:00,2018-02-10 04:08:00+00:00,2018-02-10 06:09:00+00:00,72565003017,72253012921
480,20180209,381,YVR,DEN,2018-02-09 22:39:00+00:00,2018-02-10 01:24:00+00:00,2018-02-09 22:00:00+00:00,2018-02-10 01:02:00+00:00,2018-02-09 23:40:00+00:00,2018-02-10 02:22:00+00:00,72565003017,71892099999
482,20180209,2041,EWR,DEN,2018-02-09 20:50:00+00:00,2018-02-10 01:20:00+00:00,2018-02-09 20:01:00+00:00,2018-02-10 01:02:00+00:00,2018-02-09 20:48:00+00:00,2018-02-10 01:29:00+00:00,72565003017,72502014734
484,20180209,1210,SJD,DEN,2018-02-09 22:15:00+00:00,2018-02-10 01:10:00+00:00,2018-02-09 22:40:00+00:00,2018-02-10 01:02:00+00:00,2018-02-09 23:30:00+00:00,2018-02-10 02:33:00+00:00,72565003017,76405699999
527,20180209,2104,DCA,DEN,2018-02-09 21:09:00+00:00,2018-02-10 01:20:00+00:00,2018-02-09 21:52:00+00:00,2018-02-10 01:02:00+00:00,2018-02-09 21:29:00+00:00,2018-02-10 01:32:00+00:00,72565003017,72405013743
528,20180209,271,PIT,DEN,2018-02-09 21:24:00+00:00,2018-02-10 01:03:00+00:00,2018-02-09 21:51:00+00:00,2018-02-10 01:02:00+00:00,2018-02-09 21:21:00+00:00,2018-02-10 01:08:00+00:00,72565003017,72520094823
542,20180209,577,GRR,DEN,2018-02-09 22:04:00+00:00,2018-02-10 01:12:00+00:00,2018-02-09 22:53:00+00:00,2018-02-10 01:02:00+00:00,2018-02-10 00:07:00+00:00,2018-02-10 03:14:00+00:00,72565003017,72635094860
504,20180209,809,SNA,DEN,2018-02-09 23:34:00+00:00,2018-02-10 01:58:00+00:00,2018-02-09 23:53:00+00:00,2018-02-10 01:02:00+00:00,2018-02-09 23:33:00+00:00,2018-02-10 02:01:00+00:00,72565003017,72297793184
529,20180209,669,SMF,DEN,2018-02-09 23:45:00+00:00,2018-02-10 02:07:00+00:00,2018-02-09 23:53:00+00:00,2018-02-10 02:02:00+00:00,2018-02-09 23:37:00+00:00,2018-02-10 01:52:00+00:00,72565003017,72483993225
449,20180209,772,PHX,DEN,2018-02-10 00:32:00+00:00,2018-02-10 02:25:00+00:00,2018-02-10 00:51:00+00:00,2018-02-10 02:02:00+00:00,2018-02-10 00:25:00+00:00,2018-02-10 02:28:00+00:00,72565003017,
441,20180209,1657,LAS,DEN,2018-02-10 00:29:00+00:00,2018-02-10 02:25:00+00:00,2018-02-10 00:56:00+00:00,2018-02-10 02:02:00+00:00,2018-02-10 00:17:00+00:00,2018-02-10 02:04:00+00:00,72565003017,
579,20180209,980,IAD,DEN,2018-02-09 22:25:00+00:00,2018-02-10 02:22:00+00:00,2018-02-09 22:52:00+00:00,2018-02-10 02:02:00+00:00,2018-02-09 22:23:00+00:00,2018-02-10 02:11:00+00:00,72565003017,72403093738
501,20180209,550,PDX,DEN,2018-02-09 23:35:00+00:00,2018-02-10 02:04:00+00:00,2018-02-09 23:53:00+00:00,2018-02-10 02:02:00+00:00,2018-02-09 23:23:00+00:00,2018-02-10 01:53:00+00:00,72565003017,72698024229
508,20180209,765,ORD,DEN,2018-02-09 23:45:00+00:00,2018-02-10 02:30:00+00:00,2018-02-09 23:51:00+00:00,2018-02-10 02:02:00+00:00,2018-02-09 23:40:00+00:00,2018-02-10 02:40:00+00:00,72565003017,72530094846
458,20180209,521,SLC,DEN,2018-02-10 00:52:00+00:00,2018-02-10 02:25:00+00:00,2018-02-10 00:54:00+00:00,2018-02-10 02:02:00+00:00,2018-02-10 00:49:00+00:00,2018-02-10 02:15:00+00:00,72565003017,72572024127
506,20180209,695,SEA,DEN,2018-02-09 23:46:00+00:00,2018-02-10 02:25:00+00:00,2018-02-09 23:53:00+00:00,2018-02-10 02:02:00+00:00,2018-02-09 23:43:00+00:00,2018-02-10 02:14:00+00:00,72565003017,72793024233
426,20180209,1124,ABQ,DEN,2018-02-10 00:45:00+00:00,2018-02-10 02:15:00+00:00,2018-02-10 00:52:00+00:00,2018-02-10 02:02:00+00:00,2018-02-10 01:17:00+00:00,2018-02-10 02:33:00+00:00,72565003017,
457,20180209,1845,SFO,DEN,2018-02-09 23:35:00+00:00,2018-02-10 02:09:00+00:00,2018-02-09 23:56:00+00:00,2018-02-10 02:02:00+00:00,2018-02-09 23:32:00+00:00,2018-02-10 02:05:00+00:00,72565003017,72494023234
503,20180209,2157,LAX,DEN,2018-02-10 00:00:00+00:00,2018-02-10 02:25:00+00:00,2018-02-10 00:53:00+00:00,2018-02-10 02:02:00+00:00,2018-02-10 00:00:00+00:00,2018-02-10 02:27:00+00:00,72565003017,72295023174
419,20180209,1878,SFO,IAH,2018-02-10 00:10:00+00:00,2018-02-10 03:56:00+00:00,2018-02-10 00:56:00+00:00,2018-02-10 03:02:00+00:00,2018-02-10 00:08:00+00:00,2018-02-10 03:42:00+00:00,72243012960,72494023234
478,20180209,1167,LGA,IAH,2018-02-09 23:20:00+00:00,2018-02-10 03:35:00+00:00,2018-02-09 23:51:00+00:00,2018-02-10 03:02:00+00:00,2018-02-09 23:16:00+00:00,2018-02-10 03:15:00+00:00,72243012960,72503014732
502,20180209,1029,MEX,IAH,2018-02-10 00:55:00+00:00,2018-02-10 03:15:00+00:00,2018-02-10 00:50:00+00:00,2018-02-10 03:02:00+00:00,2018-02-10 00:52:00+00:00,2018-02-10 02:55:00+00:00,72243012960,76679399999
539,20180209,437,IAH,DEN,2018-02-10 00:26:00+00:00,2018-02-10 03:04:00+00:00,2018-02-10 00:53:00+00:00,2018-02-10 03:15:00+00:00,2018-02-10 00:23:00+00:00,2018-02-10 02:54:00+00:00,72565003017,72243012960
443,20180209,1701,SFO,SBA,2018-02-10 02:10:00+00:00,2018-02-10 03:25:00+00:00,2018-02-10 02:56:00+00:00,2018-02-10 03:53:00+00:00,2018-02-10 01:58:00+00:00,2018-02-10 03:23:00+00:00,72392523190,72494023234
570,20180209,750,LAX,DEN,2018-02-10 01:42:00+00:00,2018-02-10 04:08:00+00:00,2018-02-10 01:53:00+00:00,2018-02-10 04:53:00+00:00,2018-02-10 01:34:00+00:00,2018-02-10 03:57:00+00:00,72565003017,72295023174
473,20180209,1740,EWR,DEN,2018-02-09 23:54:00+00:00,2018-02-10 04:26:00+00:00,2018-02-09 23:51:00+00:00,2018-02-10 04:53:00+00:00,2018-02-09 23:50:00+00:00,2018-02-10 04:27:00+00:00,72565003017,72502014734
485,20180209,269,ORD,DEN,2018-02-10 01:50:00+00:00,2018-02-10 04:34:00+00:00,2018-02-10 01:51:00+00:00,2018-02-10 04:53:00+00:00,2018-02-10 04:33:00+00:00,2018-02-10 07:07:00+00:00,72565003017,72530094846
516,20180209,231,SAN,DEN,2018-02-10 02:05:00+00:00,2018-02-10 04:26:00+00:00,2018-02-10 02:51:00+00:00,2018-02-10 04:53:00+00:00,2018-02-10 01:59:00+00:00,2018-02-10 04:23:00+00:00,72565003017,72290023188
545,20180209,505,IAD,DEN,2018-02-10 00:14:00+00:00,2018-02-10 04:11:00+00:00,2018-02-10 00:52:00+00:00,2018-02-10 04:53:00+00:00,2018-02-10 00:07:00+00:00,2018-02-10 04:04:00+00:00,72565003017,72403093738
552,20180209,2382,DCA,IAH,2018-02-10 00:54:00+00:00,2018-02-10 04:30:00+00:00,2018-02-10 00:52:00+00:00,2018-02-10 04:53:00+00:00,2018-02-10 02:48:00+00:00,2018-02-10 05:53:00+00:00,72243012960,72405013743
533,20180209,440,SNA,DEN,2018-02-10 02:00:00+00:00,2018-02-10 04:15:00+00:00,2018-02-10 02:53:00+00:00,2018-02-10 04:53:00+00:00,2018-02-10 01:49:00+00:00,2018-02-10 04:05:00+00:00,72565003017,72297793184
510,20180209,2076,IAH,DEN,2018-02-10 01:57:00+00:00,2018-02-10 04:35:00+00:00,2018-02-10 01:18:00+00:00,2018-02-10 04:53:00+00:00,2018-02-10 01:52:00+00:00,2018-02-10 04:20:00+00:00,72565003017,72243012960
496,20180209,509,LGA,DEN,2018-02-09 23:37:00+00:00,2018-02-10 04:12:00+00:00,2018-02-09 23:51:00+00:00,2018-02-10 04:53:00+00:00,2018-02-10 01:18:00+00:00,2018-02-10 06:03:00+00:00,72565003017,72503014732
522,20180209,2031,SFO,DEN,2018-02-10 02:08:00+00:00,2018-02-10 04:35:00+00:00,2018-02-10 02:56:00+00:00,2018-02-10 04:53:00+00:00,2018-02-10 02:00:00+00:00,2018-02-10 04:25:00+00:00,72565003017,72494023234
576,20180209,1113,ORD,IAH,2018-02-10 01:35:00+00:00,2018-02-10 04:24:00+00:00,2018-02-10 01:51:00+00:00,2018-02-10 04:53:00+00:00,2018-02-10 01:31:00+00:00,2018-02-10 04:27:00+00:00,72243012960,72530094846
513,20180209,1977,DFW,DEN,2018-02-10 02:15:00+00:00,2018-02-10 04:25:00+00:00,2018-02-10 02:53:00+00:00,2018-02-10 04:53:00+00:00,2018-02-10 02:08:00+00:00,2018-02-10 04:15:00+00:00,72565003017,72259003927
462,20180209,2172,EWR,IAH,2018-02-10 01:20:00+00:00,2018-02-10 05:27:00+00:00,2018-02-10 01:51:00+00:00,2018-02-10 05:53:00+00:00,2018-02-10 01:33:00+00:00,2018-02-10 05:29:00+00:00,72243012960,72502014734
442,20180209,1771,DEN,DSM,2018-02-10 03:27:00+00:00,2018-02-10 05:08:00+00:00,2018-02-10 03:15:00+00:00,2018-02-10 05:54:00+00:00,2018-02-10 03:38:00+00:00,2018-02-10 06:02:00+00:00,72546014933,72565003017
465,20180209,1963,IAH,DEN,2018-02-10 04:00:00+00:00,2018-02-10 06:33:00+00:00,2018-02-10 04:53:00+00:00,2018-02-10 06:53:00+00:00,2018-02-10 04:47:00+00:00,2018-02-10 07:17:00+00:00,72565003017,72243012960
505,20180209,1848,SFO,DEN,2018-02-10 04:36:00+00:00,2018-02-10 06:59:00+00:00,2018-02-10 04:56:00+00:00,2018-02-10 06:53:00+00:00,2018-02-10 04:33:00+00:00,2018-02-10 06:52:00+00:00,72565003017,72494023234
602,20180210,241,EWR,ATL,2018-02-10 11:05:00+00:00,2018-02-10 13:43:00+00:00,2018-02-10 11:51:00+00:00,2018-02-10 13:52:00+00:00,2018-02-10 10:59:00+00:00,2018-02-10 13:31:00+00:00,72219013874,72502014734
607,20180210,333,IAH,ATL,2018-02-10 13:35:00+00:00,2018-02-10 15:43:00+00:00,2018-02-10 13:26:00+00:00,2018-02-10 15:52:00+00:00,2018-02-10 13:33:00+00:00,2018-02-10 15:45:00+00:00,72219013874,72243012960
609,20180210,2414,EWR,ATL,2018-02-10 16:09:00+00:00,2018-02-10 18:43:00+00:00,2018-02-10 16:51:00+00:00,2018-02-10 18:22:00+00:00,2018-02-10 16:01:00+00:00,2018-02-10 18:31:00+00:00,72219013874,72502014734
603,20180210,598,IAD,ATL,2018-02-10 17:30:00+00:00,2018-02-10 19:29:00+00:00,2018-02-10 17:06:00+00:00,2018-02-10 19:52:00+00:00,2018-02-10 17:25:00+00:00,2018-02-10 19:11:00+00:00,72219013874,72403093738
611,20180210,652,DEN,IAD,2018-02-10 22:10:00+00:00,2018-02-11 01:15:00+00:00,2018-02-10 22:00:00+00:00,2018-02-11 01:08:00+00:00,2018-02-10 23:04:00+00:00,2018-02-11 02:35:00+00:00,72403093738,72565003017
606,20180210,1648,AUA,IAD,2018-02-10 21:15:00+00:00,2018-02-11 01:50:00+00:00,2018-02-10 21:00:00+00:00,2018-02-11 01:08:00+00:00,2018-02-10 21:37:00+00:00,2018-02-11 02:17:00+00:00,72403093738,
599,20180210,933,FRA,IAD,2018-02-10 16:00:00+00:00,2018-02-11 01:15:00+00:00,2018-02-10 16:20:00+00:00,2018-02-11 01:08:00+00:00,2018-02-10 15:56:00+00:00,2018-02-11 01:27:00+00:00,72403093738,10637099999
614,20180210,1148,MBJ,IAD,2018-02-10 21:45:00+00:00,2018-02-11 01:10:00+00:00,2018-02-10 21:00:00+00:00,2018-02-11 01:08:00+00:00,2018-02-10 22:01:00+00:00,2018-02-11 01:17:00+00:00,72403093738,
597,20180210,1133,CUN,IAD,2018-02-10 21:51:00+00:00,2018-02-11 01:06:00+00:00,2018-02-10 21:49:00+00:00,2018-02-11 01:08:00+00:00,2018-02-10 22:32:00+00:00,2018-02-11 01:56:00+00:00,72403093738,76595099999
596,20180210,653,LAX,IAD,2018-02-10 20:50:00+00:00,2018-02-11 01:44:00+00:00,2018-02-10 20:53:00+00:00,2018-02-11 01:08:00+00:00,2018-02-10 21:36:00+00:00,2018-02-11 02:21:00+00:00,72403093738,72295023174
595,20180210,352,TPA,IAD,2018-02-10 23:40:00+00:00,2018-02-11 01:53:00+00:00,2018-02-10 23:53:00+00:00,2018-02-11 01:08:00+00:00,,,72403093738,72211012842
594,20180210,644,EGE,IAD,2018-02-10 22:30:00+00:00,2018-02-11 01:55:00+00:00,2018-02-10 22:24:00+00:00,2018-02-11 01:08:00+00:00,2018-02-11 05:30:00+00:00,2018-02-11 14:59:00+00:00,72403093738,72467523063
605,20180210,442,ORD,BDL,2018-02-10 23:38:00+00:00,2018-02-11 01:44:00+00:00,2018-02-10 23:51:00+00:00,2018-02-11 01:51:00+00:00,2018-02-10 23:29:00+00:00,2018-02-11 01:28:00+00:00,72508014740,72530094846
600,20180210,286,SAT,IAD,2018-02-10 23:00:00+00:00,2018-02-11 02:03:00+00:00,2018-02-10 23:51:00+00:00,2018-02-11 02:52:00+00:00,2018-02-10 22:52:00+00:00,2018-02-11 01:46:00+00:00,72403093738,72253012921
604,20180210,2009,MCO,IAD,2018-02-11 00:09:00+00:00,2018-02-11 02:20:00+00:00,2018-02-11 00:53:00+00:00,2018-02-11 02:52:00+00:00,2018-02-11 00:34:00+00:00,2018-02-11 02:38:00+00:00,72403093738,72205012815
592,20180210,225,ORD,IAD,2018-02-11 00:10:00+00:00,2018-02-11 02:01:00+00:00,2018-02-11 00:51:00+00:00,2018-02-11 02:52:00+00:00,2018-02-11 00:04:00+00:00,2018-02-11 01:48:00+00:00,72403093738,72530094846
613,20180210,2136,BOS,IAD,2018-02-11 00:35:00+00:00,2018-02-11 02:19:00+00:00,2018-02-11 00:54:00+00:00,2018-02-11 02:52:00+00:00,2018-02-11 00:23:00+00:00,2018-02-11 02:17:00+00:00,72403093738,72509014739
612,20180210,727,SFO,IAD,2018-02-10 21:00:00+00:00,2018-02-11 02:05:00+00:00,2018-02-10 21:56:00+00:00,2018-02-11 02:52:00+00:00,2018-02-10 21:00:00+00:00,2018-02-11 01:43:00+00:00,72403093738,72494023234
601,20180210,267,SFO,PHL,2018-02-10 22:31:00+00:00,2018-02-11 03:51:00+00:00,2018-02-10 22:56:00+00:00,2018-02-11 03:54:00+00:00,2018-02-10 22:30:00+00:00,2018-02-11 03:27:00+00:00,72408013739,72494023234
593,20180210,223,DEN,PHL,2018-02-11 00:51:00+00:00,2018-02-11 04:19:00+00:00,2018-02-11 00:53:00+00:00,2018-02-11 04:26:00+00:00,2018-02-11 01:28:00+00:00,2018-02-11 04:50:00+00:00,72408013739,72565003017
598,20180210,1887,DEN,BDL,2018-02-11 00:54:00+00:00,2018-02-11 04:30:00+00:00,2018-02-11 00:53:00+00:00,2018-02-11 04:51:00+00:00,2018-02-11 01:25:00+00:00,2018-02-11 04:42:00+00:00,72508014740,72565003017
622,20180211,591,RDU,IAD,2018-02-11 11:15:00+00:00,2018-02-11 12:21:00+00:00,2018-02-11 11:23:00+00:00,2018-02-11 12:27:00+00:00,2018-02-11 11:04:00+00:00,2018-02-11 12:17:00+00:00,72403093738,72306013722
623,20180211,389,BOS,IAD,2018-02-11 10:35:00+00:00,2018-02-11 12:14:00+00:00,2018-02-11 10:22:00+00:00,2018-02-11 12:27:00+00:00,2018-02-11 10:27:00+00:00,2018-02-11 11:58:00+00:00,72403093738,72509014739
610,20180210,411,LAX,IAD,2018-02-11 07:30:00+00:00,2018-02-11 12:19:00+00:00,2018-02-11 07:53:00+00:00,2018-02-11 12:27:00+00:00,2018-02-11 07:19:00+00:00,2018-02-11 11:51:00+00:00,72403093738,72295023174
608,20180210,697,SFO,IAD,2018-02-11 07:29:00+00:00,2018-02-11 12:33:00+00:00,2018-02-11 07:56:00+00:00,2018-02-11 12:27:00+00:00,2018-02-11 07:24:00+00:00,2018-02-11 12:05:00+00:00,72403093738,72494023234
625,20180211,2148,FLL,IAD,2018-02-11 13:30:00+00:00,2018-02-11 15:54:00+00:00,2018-02-11 13:53:00+00:00,2018-02-11 15:13:00+00:00,2018-02-11 13:21:00+00:00,2018-02-11 15:34:00+00:00,72403093738,74783012849
617,20180211,1801,IAH,DCA,2018-02-11 13:55:00+00:00,2018-02-11 16:59:00+00:00,2018-02-11 13:53:00+00:00,2018-02-11 16:10:00+00:00,2018-02-11 13:52:00+00:00,2018-02-11 16:47:00+00:00,72405013743,72243012960
616,20180211,778,ATL,IAD,2018-02-11 14:41:00+00:00,2018-02-11 16:23:00+00:00,2018-02-11 14:52:00+00:00,2018-02-11 16:52:00+00:00,2018-02-11 14:36:00+00:00,2018-02-11 16:22:00+00:00,72403093738,72219013874
619,20180211,525,BOS,IAD,2018-02-11 14:53:00+00:00,2018-02-11 16:34:00+00:00,2018-02-11 14:54:00+00:00,2018-02-11 16:52:00+00:00,2018-02-11 14:51:00+00:00,2018-02-11 16:29:00+00:00,72403093738,72509014739
620,20180211,735,TPA,IAD,2018-02-11 14:00:00+00:00,2018-02-11 16:12:00+00:00,2018-02-11 14:26:00+00:00,2018-02-11 16:52:00+00:00,2018-02-11 13:58:00+00:00,2018-02-11 16:18:00+00:00,72403093738,72211012842
621,20180211,221,MCO,IAD,2018-02-11 14:20:00+00:00,2018-02-11 16:26:00+00:00,2018-02-11 14:53:00+00:00,2018-02-11 16:52:00+00:00,2018-02-11 14:14:00+00:00,2018-02-11 16:15:00+00:00,72403093738,72205012815
615,20180211,632,ORD,IAD,2018-02-11 14:55:00+00:00,2018-02-11 16:44:00+00:00,2018-02-11 14:51:00+00:00,2018-02-11 16:52:00+00:00,2018-02-11 14:55:00+00:00,2018-02-11 17:03:00+00:00,72403093738,72530094846
624,20180211,123,LHR,IAD,2018-02-11 07:30:00+00:00,2018-02-11 16:15:00+00:00,2018-02-11 07:20:00+00:00,2018-02-11 16:52:00+00:00,2018-02-11 07:15:00+00:00,2018-02-11 16:49:00+00:00,72403093738,03772099999
626,20180211,1892,EWR,BDL,2018-02-12 02:00:00+00:00,2018-02-12 03:03:00+00:00,2018-02-12 02:51:00+00:00,2018-02-12 03:51:00+00:00,2018-02-12 02:18:00+00:00,2018-02-12 03:05:00+00:00,72508014740,72502014734
618,20180211,1887,DEN,BDL,2018-02-12 00:54:00+00:00,2018-02-12 04:32:00+00:00,2018-02-12 00:53:00+00:00,2018-02-12 04:00:00+00:00,2018-02-12 00:51:00+00:00,2018-02-12 04:20:00+00:00,72508014740,72565003017
627,20180212,1545,DEN,EGE,2018-02-12 18:21:00+00:00,2018-02-12 19:16:00+00:00,2018-02-12 18:53:00+00:00,2018-02-12 19:21:00+00:00,2018-02-13 00:54:00+00:00,2018-02-13 02:26:00+00:00,72467523063,72565003017
682,20180213,2105,IAH,SAT,2018-02-13 20:28:00+00:00,2018-02-13 21:35:00+00:00,2018-02-13 20:53:00+00:00,2018-02-13 21:51:00+00:00,2018-02-13 20:25:00+00:00,2018-02-13 21:26:00+00:00,72253012921,72243012960
678,20180213,480,ORD,SAT,2018-02-13 18:29:00+00:00,2018-02-13 21:40:00+00:00,2018-02-13 18:51:00+00:00,2018-02-13 21:51:00+00:00,2018-02-13 18:26:00+00:00,2018-02-13 21:40:00+00:00,72253012921,72530094846
691,20180213,646,EWR,SAT,2018-02-13 18:30:00+00:00,2018-02-13 22:46:00+00:00,2018-02-13 18:51:00+00:00,2018-02-13 22:05:00+00:00,2018-02-13 18:20:00+00:00,2018-02-13 22:26:00+00:00,72253012921,72502014734
656,20180213,1533,SJD,IAH,2018-02-13 21:56:00+00:00,2018-02-14 00:25:00+00:00,2018-02-13 21:42:00+00:00,2018-02-14 00:53:00+00:00,2018-02-13 21:57:00+00:00,2018-02-14 00:27:00+00:00,72243012960,76405699999
659,20180213,1290,ORD,IAH,2018-02-13 22:00:00+00:00,2018-02-14 00:56:00+00:00,2018-02-13 22:51:00+00:00,2018-02-14 00:53:00+00:00,2018-02-13 22:22:00+00:00,2018-02-14 01:17:00+00:00,72243012960,72530094846
660,20180213,235,PHX,IAH,2018-02-13 22:29:00+00:00,2018-02-14 00:58:00+00:00,2018-02-13 22:51:00+00:00,2018-02-14 00:53:00+00:00,2018-02-13 22:25:00+00:00,2018-02-14 01:05:00+00:00,72243012960,
663,20180213,2049,DEN,IAH,2018-02-13 22:23:00+00:00,2018-02-14 00:49:00+00:00,2018-02-13 22:53:00+00:00,2018-02-14 00:53:00+00:00,2018-02-13 22:23:00+00:00,2018-02-14 00:51:00+00:00,72243012960,72565003017
665,20180213,1570,BZE,IAH,2018-02-13 21:45:00+00:00,2018-02-14 00:25:00+00:00,2018-02-13 21:00:00+00:00,2018-02-14 00:53:00+00:00,2018-02-13 22:04:00+00:00,2018-02-14 00:38:00+00:00,72243012960,78583099999
666,20180213,1033,PTY,IAH,2018-02-13 20:35:00+00:00,2018-02-14 00:55:00+00:00,2018-02-13 20:00:00+00:00,2018-02-14 00:53:00+00:00,2018-02-13 20:35:00+00:00,2018-02-14 00:56:00+00:00,72243012960,78792099999
670,20180213,2073,MIA,IAH,2018-02-13 21:40:00+00:00,2018-02-14 00:42:00+00:00,2018-02-13 21:53:00+00:00,2018-02-14 00:53:00+00:00,2018-02-13 22:13:00+00:00,2018-02-14 00:56:00+00:00,72243012960,72202012839
673,20180213,673,DFW,IAH,2018-02-13 23:35:00+00:00,2018-02-14 00:51:00+00:00,2018-02-13 23:53:00+00:00,2018-02-14 00:53:00+00:00,2018-02-13 23:27:00+00:00,2018-02-14 00:45:00+00:00,72243012960,72259003927
